"","RegionID","YearBuilt","LU_desc","CountStructures"
"342","182287","1984","RESIDENTIAL - ONE FAMILY UNIT",17
"343","182408","2009","SINGLE FAMILY RESIDENTIAL",17
"344","183256","1968","SINGLE FAMILY RESIDENTIAL",17
"345","183256","2010","SINGLE FAMILY RESIDENTIAL",17
"346","184182","1975","SINGLE FAMILY RESIDENTIAL",17
"347","267139","1956","SFR CONST(SFR)",17
"348","267139","1959","SFR CONST(SFR)",17
"349","762635","1969","SFR CONST(SFR)",17
"350","762636","1957","SFR CONST(SFR)",17
"351","180286","1972","SINGLE FAMILY RESIDENTIAL",16
"352","180286","1992","SINGLE FAMILY RESIDENTIAL",16
"353","180286","2009","SINGLE FAMILY RESIDENTIAL",16
"354","181226","1963","SFR CONST(SFR)",16
"355","181226","1966","SFR CONST(SFR)",16
"356","181578","1964","SFR CONST(SFR)",16
"357","182101","1947","SFR CONST(SFR)",16
"358","182287","1951","RESIDENTIAL - ONE FAMILY UNIT",16
"359","182287","1952","RESIDENTIAL - ONE FAMILY UNIT",16
"360","182287","1964","RESIDENTIAL - ONE FAMILY UNIT",16
"361","182683","1977","SFR CONST(SFR)",16
"362","183256","2011","SINGLE FAMILY RESIDENTIAL",16
"363","184182","1999","CONDOMINIUM (RESIDENTIAL)",16
"364","184182","2001","CONDOMINIUM (RESIDENTIAL)",16
"365","210150","1973","SFR CONST(SFR)",16
"366","762636","1952","SFR CONST(SFR)",16
"367","762636","1965","MFR CONST(DUPLEX/TRIPLEX)",16
"368","762636","1992","MFR CONST(COND/TWN/DUP SFR)",16
"369","762636","1998","MFR CONST(COND/TWN/DUP SFR)",16
"370","180286","1966","SINGLE FAMILY RESIDENTIAL",15
"371","180286","1979","SINGLE FAMILY RESIDENTIAL",15
"372","180286","2011","SINGLE FAMILY RESIDENTIAL",15
"373","180317","1984","SFR CONST(SFR)",15
"374","180317","1998","SFR CONST(SFR)",15
"375","180317","2012","SFR CONST(SFR)",15
"376","180924","1958","SFR CONST(SFR)",15
"377","181226","1968","SFR CONST(SFR)",15
"378","182081","1930","SINGLE FAMILY RESIDENTIAL",15
"379","182287","1983","RESIDENTIAL - ONE FAMILY UNIT",15
"380","182418","1998","SINGLE FAMILY RESIDENTIAL",15
"381","182683","1965","SFR CONST(SFR)",15
"382","183256","1964","SINGLE FAMILY RESIDENTIAL",15
"383","210150","1966","SFR CONST(SFR)",15
"384","762635","1976","SFR CONST(SFR)",15
"385","762636","1949","SFR CONST(SFR)",15
"386","762636","2001","MFR CONST(COND/TWN/DUP SFR)",15
"387","180286","1963","SINGLE FAMILY RESIDENTIAL",14
"388","180317","2002","SFR CONST(SFR)",14
"389","180924","1960","SFR CONST(SFR)",14
"390","180924","1961","SFR CONST(SFR)",14
"391","180941","1972","SFR CONST(SFR)",14
"392","181399","1958","SFR CONST(SFR)",14
"393","181399","1959","SFR CONST(SFR)",14
"394","182101","1948","SFR CONST(SFR)",14
"395","182101","1964","SFR CONST(SFR)",14
"396","182287","1963","RESIDENTIAL - ONE FAMILY UNIT",14
"397","182287","1995","COMM-MOBILE HOME PARKS > 4 UNT",14
"398","182408","0","CONDOMINIUM COMMON AREA",14
"399","182408","1995","SINGLE FAMILY RESIDENTIAL",14
"400","182408","2000","SINGLE FAMILY RESIDENTIAL",14
"401","182418","2013","SINGLE FAMILY RESIDENTIAL",14
"402","182683","1971","SFR CONST(SFR)",14
"403","182683","1973","SFR CONST(SFR)",14
"404","183256","1982","SINGLE FAMILY RESIDENTIAL",14
"405","267139","1960","SFR CONST(SFR)",14
"406","762636","1939","SFR CONST(SFR)",14
"407","762636","1994","MFR CONST(COND/TWN/DUP SFR)",14
"408","180286","1975","SINGLE FAMILY RESIDENTIAL",13
"409","180286","1980","SINGLE FAMILY RESIDENTIAL",13
"410","180286","1982","SINGLE FAMILY RESIDENTIAL",13
"411","180317","1985","SFR CONST(SFR)",13
"412","180924","1957","SFR CONST(SFR)",13
"413","182287","1949","RESIDENTIAL - ONE FAMILY UNIT",13
"414","182287","1981","RESIDENTIAL - ONE FAMILY UNIT",13
"415","182287","1985","RESIDENTIAL - ONE FAMILY UNIT",13
"416","182408","2006","STRIP RETAIL CENTER",13
"417","182418","0","OWNERS ASSOCIATION COMMON AREA",13
"418","182418","2003","SINGLE FAMILY RESIDENTIAL",13
"419","182683","1963","SFR CONST(SFR)",13
"420","182683","1976","SFR CONST(SFR)",13
"421","183256","1960","SINGLE FAMILY RESIDENTIAL",13
"422","184182","0","CONDOMINIUM COMMON AREA",13
"423","184182","1984","2 FAMILY RES",13
"424","184182","2001","TOWNHOUSE",13
"425","210150","1971","SFR CONST(SFR)",13
"426","762636","1996","MFR CONST(DUPLEX/TRIPLEX)",13
"427","180286","2008","SINGLE FAMILY RESIDENTIAL",12
"428","180317","1994","SFR CONST(SFR)",12
"429","180317","1999","SFR CONST(SFR)",12
"430","181399","1962","SFR CONST(SFR)",12
"431","181578","1957","SFR CONST(SFR)",12
"432","182101","1962","SFR CONST(SFR)",12
"433","182101","1973","SFR CONST(SFR)",12
"434","182101","1974","SFR CONST(SFR)",12
"435","182287","0","SERV-GENERAL",12
"436","182287","1971","RESIDENTIAL - ONE FAMILY UNIT",12
"437","182287","1982","RESIDENTIAL - ONE FAMILY UNIT",12
"438","182408","0","SINGLE FAMILY RESIDENTIAL",12
"439","182408","1993","OFFICE WAREHOUSE",12
"440","182408","1998","SINGLE FAMILY ATT CONDO",12
"441","182408","1999","SINGLE FAMILY ATT CONDO",12
"442","182408","2001","SINGLE FAMILY RESIDENTIAL",12
"443","182418","1988","SINGLE FAMILY RESIDENTIAL",12
"444","182418","2008","SINGLE FAMILY RESIDENTIAL",12
"445","182683","1964","SFR CONST(SFR)",12
"446","182683","1974","SFR CONST(SFR)",12
"447","183052","1969","SINGLE FAMILY RESIDENTIAL",12
"448","183256","0","MOBILE HOME",12
"449","183256","1963","SINGLE FAMILY RESIDENTIAL",12
